tourney_name,surface,player,seed,ace,df,svperc,firstwon,secondwon,tour,result
Us Open,Hard,Ashleigh Barty,2,8,3,43.47826086956522,83.33333333333333,56.41025641025641,WTA,win
Us Open,Hard,Naomi Osaka,1,2,3,46,82.6086956521739,59.25925925925926,WTA,win
Us Open,Hard,Belinda Bencic,13,2,4,60,66.66666666666667,60.714285714285715,WTA,win
Us Open,Hard,Yulia Putintseva,NA,1,0,60.317460317460316,63.1578947368421,52,WTA,win
Us Open,Hard,Donna Vekic,23,2,3,50,71.42857142857143,51.42857142857143,WTA,win
Us Open,Hard,Kiki Bertens,7,3,5,58.46153846153846,78.94736842105263,44.44444444444444,WTA,win
Us Open,Hard,Jelena Ostapenko,NA,1,17,46.73913043478261,62.7906976744186,42.857142857142854,WTA,win
Us Open,Hard,Elise Mertens,25,5,4,46.93877551020408,95.65217391304348,50,WTA,win
Us Open,Hard,Elina Svitolina,5,3,2,60,66.66666666666667,53.84615384615385,WTA,win
Us Open,Hard,Dayana Yastremska,32,4,4,58.92857142857143,72.72727272727273,47.82608695652174,WTA,win
Us Open,Hard,Sofia Kenin,20,1,1,81.03448275862068,74.46808510638297,45.45454545454545,WTA,win
Us Open,Hard,Johanna Konta,16,3,2,65.78947368421052,72,69.23076923076923,WTA,win
Us Open,Hard,Karolina Pliskova,3,9,1,67.44186046511628,89.65517241379311,57.142857142857146,WTA,win
Us Open,Hard,Petra Martic,22,2,4,54.54545454545455,76.66666666666667,56,WTA,win
Us Open,Hard,Anastasija Sevastova,12,3,3,54.54545454545455,71.42857142857143,48.57142857142857,WTA,win
Us Open,Hard,Maria Sakkari,30,6,10,61.46788990825688,76.11940298507463,30.952380952380953,WTA,win
Us Open,Hard,Ashleigh Barty,2,8,2,54.411764705882355,78.37837837837837,51.61290322580645,WTA,win
Us Open,Hard,Naomi Osaka,1,5,1,55.10204081632653,74.07407407407408,40.90909090909091,WTA,win
Us Open,Hard,Belinda Bencic,13,NA,NA,NA,NA,NA,WTA,win
Us Open,Hard,Donna Vekic,23,3,5,56.60377358490566,86.66666666666667,43.47826086956522,WTA,win
Us Open,Hard,Elise Mertens,25,7,4,68.62745098039215,74.28571428571429,43.75,WTA,win
Us Open,Hard,Elina Svitolina,5,4,4,57.142857142857146,78.57142857142857,57.142857142857146,WTA,win
Us Open,Hard,Johanna Konta,16,4,0,62.5,88,80,WTA,win
Us Open,Hard,Karolina Pliskova,3,10,6,57.03125,69.86301369863014,32.72727272727273,WTA,win
Us Open,Hard,Petra Martic,22,3,2,68.18181818181819,66.66666666666667,57.142857142857146,WTA,win
Us Open,Hard,Ashleigh Barty,2,11,2,46.26865671641791,77.41935483870968,55.55555555555556,WTA,win
Us Open,Hard,Belinda Bencic,13,0,6,60.714285714285715,82.3529411764706,59.09090909090909,WTA,win
Us Open,Hard,Donna Vekic,23,3,4,56.30252100840336,77.61194029850746,44.23076923076923,WTA,win
Us Open,Hard,Elise Mertens,25,2,1,55.81395348837209,79.16666666666667,63.1578947368421,WTA,win
Us Open,Hard,Elina Svitolina,5,1,2,69.64285714285714,92.3076923076923,47.05882352941177,WTA,win
Us Open,Hard,Johanna Konta,16,5,0,69.23076923076923,68.05555555555556,50,WTA,win
Us Open,Hard,Belinda Bencic,13,8,7,58.46153846153846,84.21052631578948,51.851851851851855,WTA,win
Us Open,Hard,Elina Svitolina,5,4,0,56.52173913043478,61.53846153846154,60,WTA,win
Auckland,Hard,Su Wei Hsieh,3,0,1,62.96296296296296,70.58823529411765,45,WTA,win
Auckland,Hard,Su Wei Hsieh,3,3,1,68.4931506849315,68,56.52173913043478,WTA,win
Auckland,Hard,Su Wei Hsieh,3,0,2,75,61.904761904761905,78.57142857142857,WTA,win
Auckland,Hard,Sofia Kenin,NA,6,0,65.55555555555556,66.10169491525424,51.61290322580645,WTA,win
Shenzhen,Hard,Aryna Sabalenka,1,6,2,70.93023255813954,67.21311475409836,68,WTA,win
Shenzhen,Hard,Aryna Sabalenka,1,6,2,70.58823529411765,83.33333333333333,46.666666666666664,WTA,win
Shenzhen,Hard,Aryna Sabalenka,1,5,3,63.1578947368421,69.44444444444444,47.61904761904762,WTA,win
Shenzhen,Hard,Aryna Sabalenka,1,5,3,54.716981132075475,62.06896551724138,62.5,WTA,win
Shenzhen,Hard,Veronika Kudermetova,NA,2,2,56.45161290322581,68.57142857142857,48.148148148148145,WTA,win
Shenzhen,Hard,Aryna Sabalenka,1,1,5,61.25,59.183673469387756,51.61290322580645,WTA,win
Shenzhen,Hard,Ekaterina Alexandrova,NA,2,5,56.06060606060606,75.67567567567568,41.37931034482759,WTA,win
Shenzhen,Hard,Veronika Kudermetova,NA,2,1,72.28915662650603,65,52.17391304347826,WTA,win
Hobart,Hard,Sofia Kenin,NA,2,0,85.71428571428571,60.416666666666664,75,WTA,win
Hobart,Hard,Sofia Kenin,NA,0,3,76.66666666666667,71.73913043478261,42.857142857142854,WTA,win
Hobart,Hard,Sofia Kenin,NA,2,3,68.57142857142857,75,45.45454545454545,WTA,win
Hobart,Hard,Belinda Bencic,NA,6,5,67.6470588235294,67.3913043478261,40.90909090909091,WTA,win
Hobart,Hard,Sofia Kenin,NA,0,4,78.75,55.55555555555556,70.58823529411765,WTA,win
Hobart,Hard,Dayana Yastremska,NA,4,1,73.46938775510205,77.77777777777777,69.23076923076923,WTA,win
Hobart,Hard,Belinda Bencic,NA,5,3,64.28571428571429,69.44444444444444,50,WTA,win
Hobart,Hard,Sofia Kenin,NA,2,1,74.54545454545455,75.60975609756098,57.142857142857146,WTA,win
Hobart,Hard,Dayana Yastremska,NA,2,1,66.66666666666667,71.875,62.5,WTA,win
Hobart,Hard,Belinda Bencic,NA,2,11,64.8,61.72839506172839,40.90909090909091,WTA,win
Hua Hin,Hard,Dayana Yastremska,8,4,13,54.08163265306123,62.264150943396224,37.77777777777778,WTA,win
Hua Hin,Hard,Dayana Yastremska,8,3,4,59.01639344262295,72.22222222222223,64,WTA,win
Hua Hin,Hard,Ajla Tomljanovic,6,6,4,61.53846153846154,87.5,35,WTA,win
Hua Hin,Hard,Dayana Yastremska,8,2,7,55.42168674698795,69.56521739130434,48.648648648648646,WTA,win
Hua Hin,Hard,Ajla Tomljanovic,6,3,3,66.07142857142857,64.86486486486487,42.10526315789474,WTA,win
Hua Hin,Hard,Dayana Yastremska,8,6,5,40,83.33333333333333,58.333333333333336,WTA,win
Hua Hin,Hard,Ajla Tomljanovic,6,3,4,51.515151515151516,76.47058823529412,40.625,WTA,win
Hua Hin,Hard,Saisai Zheng,4,1,2,69.81132075471699,59.45945945945946,37.5,WTA,win
Hua Hin,Hard,Dayana Yastremska,8,3,4,45.65217391304348,80.95238095238095,68,WTA,win
Hua Hin,Hard,Ajla Tomljanovic,6,3,7,45.3125,68.96551724137932,54.285714285714285,WTA,win
Hua Hin,Hard,Saisai Zheng,4,5,2,59.375,66.66666666666667,48.717948717948715,WTA,win
Budapest,Hard,Ekaterina Alexandrova,5,3,2,63.265306122448976,64.51612903225806,72.22222222222223,WTA,win
Budapest,Hard,Ekaterina Alexandrova,5,5,2,61.40350877192982,60,63.63636363636363,WTA,win
Budapest,Hard,Ekaterina Alexandrova,5,9,7,54.11764705882353,76.08695652173913,51.282051282051285,WTA,win
Acapulco,Hard,Sofia Kenin,5,1,8,65.59139784946237,67.21311475409836,53.125,WTA,win
Acapulco,Hard,Donna Vekic,3,5,2,58.73015873015873,59.45945945945946,53.84615384615385,WTA,win
Acapulco,Hard,Sofia Kenin,5,2,13,55.670103092783506,62.96296296296296,41.86046511627907,WTA,win
Acapulco,Hard,Donna Vekic,3,3,7,61.111111111111114,63.63636363636363,35.714285714285715,WTA,win
Acapulco,Hard,Johanna Konta,8,4,0,62.745098039215684,71.875,57.89473684210526,WTA,win
Acapulco,Hard,Saisai Zheng,7,3,2,59.550561797752806,71.69811320754717,52.77777777777778,WTA,win
Acapulco,Hard,Sofia Kenin,5,2,4,66.0377358490566,80,38.888888888888886,WTA,win
Acapulco,Hard,Donna Vekic,3,4,2,52.63157894736842,85,61.111111111111114,WTA,win
Acapulco,Hard,Johanna Konta,8,4,0,81.25,82.05128205128206,66.66666666666667,WTA,win
Acapulco,Hard,Saisai Zheng,7,1,2,59.770114942528735,55.76923076923077,60,WTA,win
Acapulco,Hard,Sofia Kenin,5,0,2,60,55.55555555555556,0,WTA,win
Monterrey,Hard,Kristina Mladenovic,7,6,1,61.224489795918366,76.66666666666667,57.89473684210526,WTA,win
Monterrey,Hard,Kristina Mladenovic,7,4,6,53.608247422680414,67.3076923076923,48.888888888888886,WTA,win
Lugano,Clay,Veronika Kudermetova,NA,3,3,62.637362637362635,75.43859649122807,35.294117647058826,WTA,win
Lugano,Clay,Veronika Kudermetova,NA,2,4,54.166666666666664,59.61538461538461,52.27272727272727,WTA,win
Istanbul,Clay,Petra Martic,6,1,1,70.51282051282051,52.72727272727273,52.17391304347826,WTA,win
Istanbul,Clay,Petra Martic,6,0,1,68,64.70588235294117,50,WTA,win
Istanbul,Clay,Petra Martic,6,1,5,74.79674796747967,56.52173913043478,38.70967741935484,WTA,win
Istanbul,Clay,Petra Martic,6,0,5,59.770114942528735,59.61538461538461,51.42857142857143,WTA,win
Istanbul,Clay,Kristina Mladenovic,NA,4,2,50.98039215686274,73.07692307692308,52,WTA,win
Istanbul,Clay,Veronika Kudermetova,NA,1,2,37.878787878787875,52,51.21951219512195,WTA,win
Istanbul,Clay,Petra Martic,6,0,3,56.578947368421055,60.46511627906977,51.515151515151516,WTA,win
Istanbul,Clay,Kristina Mladenovic,NA,4,7,50.666666666666664,73.6842105263158,27.027027027027028,WTA,win
Istanbul,Clay,Veronika Kudermetova,NA,1,2,55.55555555555556,60,53.57142857142857,WTA,win
Rabat,Clay,Maria Sakkari,6,8,2,64.70588235294117,70.45454545454545,62.5,WTA,win
Rabat,Clay,Maria Sakkari,6,2,3,47.61904761904762,66.66666666666667,51.515151515151516,WTA,win
Rabat,Clay,Johanna Konta,7,5,2,62.71186440677966,81.08108108108108,54.54545454545455,WTA,win
Rabat,Clay,Maria Sakkari,6,5,5,57.69230769230769,62.22222222222222,48.484848484848484,WTA,win
Rabat,Clay,Ajla Tomljanovic,4,1,1,51.785714285714285,65.51724137931035,40.74074074074074,WTA,win
Rabat,Clay,Johanna Konta,7,2,5,61.111111111111114,69.0909090909091,51.42857142857143,WTA,win
Rabat,Clay,Elise Mertens,1,1,6,55.55555555555556,70,41.666666666666664,WTA,win
Rabat,Clay,Maria Sakkari,6,2,2,66.19718309859155,61.702127659574465,75,WTA,win
Rabat,Clay,Ajla Tomljanovic,4,3,4,58.108108108108105,74.4186046511628,32.25806451612903,WTA,win
Rabat,Clay,Johanna Konta,7,5,0,65.88235294117646,66.07142857142857,55.172413793103445,WTA,win
Rabat,Clay,Su Wei Hsieh,2,0,1,72.64957264957265,67.05882352941177,34.375,WTA,win
Rabat,Clay,Elise Mertens,1,3,1,52.38095238095238,77.27272727272727,70,WTA,win
Rabat,Clay,Maria Sakkari,6,3,2,60.97560975609756,68,50,WTA,win
Rabat,Clay,Ajla Tomljanovic,4,6,3,66.19718309859155,63.829787234042556,54.166666666666664,WTA,win
Rabat,Clay,Johanna Konta,7,3,5,57.407407407407405,61.29032258064516,43.47826086956522,WTA,win
Rabat,Clay,Su Wei Hsieh,2,0,3,60.563380281690144,74.4186046511628,42.857142857142854,WTA,win
Nurnberg,Clay,Yulia Putintseva,1,1,1,63.855421686746986,60.37735849056604,63.333333333333336,WTA,win
Nurnberg,Clay,Yulia Putintseva,1,2,0,73.52941176470588,66,72.22222222222223,WTA,win
Nurnberg,Clay,Yulia Putintseva,1,2,0,71.7948717948718,69.04761904761905,60.60606060606061,WTA,win
Nurnberg,Clay,Yulia Putintseva,1,2,2,67.10526315789474,70.58823529411765,40,WTA,win
Nurnberg,Clay,Veronika Kudermetova,NA,7,0,61.904761904761905,84.61538461538461,56.25,WTA,win
Nurnberg,Clay,Yulia Putintseva,1,0,2,69.56521739130434,71.875,42.857142857142854,WTA,win
Nurnberg,Clay,Ekaterina Alexandrova,5,2,5,64.81481481481481,68.57142857142857,21.05263157894737,WTA,win
Nurnberg,Clay,Veronika Kudermetova,NA,9,6,55.445544554455445,67.85714285714286,42.22222222222222,WTA,win
Nurnberg,Clay,Ajla Tomljanovic,3,5,2,48.275862068965516,67.85714285714286,56.666666666666664,WTA,win
Strasbourg,Clay,Dayana Yastremska,6,5,10,58.92857142857143,57.57575757575758,58.69565217391305,WTA,win
Strasbourg,Clay,Caroline Garcia,4,11,3,77.19298245614036,79.54545454545455,61.53846153846154,WTA,win
Strasbourg,Clay,Dayana Yastremska,6,2,2,64.17910447761194,72.09302325581395,50,WTA,win
Strasbourg,Clay,Caroline Garcia,4,4,2,57.64705882352941,71.42857142857143,50,WTA,win
Strasbourg,Clay,Dayana Yastremska,6,8,7,58.490566037735846,74.19354838709677,45.45454545454545,WTA,win
Strasbourg,Clay,Aryna Sabalenka,2,9,5,76.11940298507463,68.62745098039215,37.5,WTA,win
Strasbourg,Clay,Caroline Garcia,4,6,1,76.27118644067797,66.66666666666667,64.28571428571429,WTA,win
Strasbourg,Clay,Dayana Yastremska,6,5,2,68.42105263157895,80.76923076923077,66.66666666666667,WTA,win
Strasbourg,Clay,Aryna Sabalenka,2,0,6,67.74193548387096,64.28571428571429,50,WTA,win
Strasbourg,Clay,Caroline Garcia,4,5,1,61.36363636363637,64.81481481481481,58.8235294117647,WTA,win
Strasbourg,Clay,Saisai Zheng,7,0,3,69.1358024691358,55.357142857142854,64,WTA,win
Strasbourg,Clay,Dayana Yastremska,6,0,2,69.0909090909091,68.42105263157895,58.8235294117647,WTA,win
Strasbourg,Clay,Aryna Sabalenka,2,4,1,72.97297297297297,77.77777777777777,50,WTA,win
Nottingham,Grass,Caroline Garcia,1,7,1,61.607142857142854,66.66666666666667,48.83720930232558,WTA,win
Nottingham,Grass,Caroline Garcia,1,5,5,65.95744680851064,70.96774193548387,53.125,WTA,win
Nottingham,Grass,Donna Vekic,2,5,3,57.142857142857146,72.91666666666667,52.77777777777778,WTA,win
Nottingham,Grass,Caroline Garcia,1,10,3,67.77777777777777,72.1311475409836,68.96551724137932,WTA,win
Nottingham,Grass,Donna Vekic,2,2,2,60.9375,71.7948717948718,52,WTA,win
Nottingham,Grass,Caroline Garcia,1,5,0,82.5,81.81818181818181,71.42857142857143,WTA,win
Nottingham,Grass,Maria Sakkari,4,7,3,55.73770491803279,70.58823529411765,62.96296296296296,WTA,win
Nottingham,Grass,Ajla Tomljanovic,6,11,2,58.02469135802469,85.1063829787234,44.11764705882353,WTA,win
Nottingham,Grass,Kristina Mladenovic,8,4,3,55.172413793103445,81.25,42.30769230769231,WTA,win
Nottingham,Grass,Donna Vekic,2,4,2,82.5,81.81818181818181,42.857142857142854,WTA,win
Nottingham,Grass,Caroline Garcia,1,6,0,72.72727272727273,75,75,WTA,win
Nottingham,Grass,Maria Sakkari,4,7,6,49.29577464788732,74.28571428571429,58.333333333333336,WTA,win
Nottingham,Grass,Ajla Tomljanovic,6,8,5,54.34782608695652,80,61.904761904761905,WTA,win
Nottingham,Grass,Kristina Mladenovic,8,1,4,66.66666666666667,71.05263157894737,52.63157894736842,WTA,win
Nottingham,Grass,Donna Vekic,2,2,4,57.5,71.73913043478261,41.1764705882353,WTA,win
S-Hertogenbosch,Grass,Kiki Bertens,1,5,5,62.71186440677966,67.56756756756756,54.54545454545455,WTA,win
S-Hertogenbosch,Grass,Kiki Bertens,1,6,2,61.111111111111114,81.81818181818181,57.142857142857146,WTA,win
S-Hertogenbosch,Grass,Veronika Kudermetova,NA,6,2,60.674157303370784,75.92592592592592,51.42857142857143,WTA,win
S-Hertogenbosch,Grass,Kiki Bertens,1,5,8,56.52173913043478,74.35897435897436,40,WTA,win
S-Hertogenbosch,Grass,Ekaterina Alexandrova,NA,9,4,60.714285714285715,76.47058823529412,45.45454545454545,WTA,win
S-Hertogenbosch,Grass,Veronika Kudermetova,NA,5,1,55.81395348837209,87.5,63.1578947368421,WTA,win
S-Hertogenbosch,Grass,Kiki Bertens,1,7,3,66,81.81818181818181,35.294117647058826,WTA,win
S-Hertogenbosch,Grass,Ekaterina Alexandrova,NA,3,4,52.83018867924528,78.57142857142857,44,WTA,win
S-Hertogenbosch,Grass,Veronika Kudermetova,NA,4,1,72.91666666666667,65.71428571428571,46.15384615384615,WTA,win
Mallorca,Grass,Sofia Kenin,7,6,3,67.54385964912281,64.93506493506493,54.054054054054056,WTA,win
Mallorca,Grass,Belinda Bencic,3,7,7,66.66666666666667,74.24242424242425,45.45454545454545,WTA,win
Mallorca,Grass,Sofia Kenin,7,2,2,62.35294117647059,69.81132075471699,53.125,WTA,win
Mallorca,Grass,Belinda Bencic,3,4,2,66.66666666666667,61.76470588235294,52.94117647058823,WTA,win
Mallorca,Grass,Sofia Kenin,7,0,2,60.75949367088607,62.5,45.16129032258065,WTA,win
Mallorca,Grass,Anastasija Sevastova,2,2,2,50,73.07692307692308,61.53846153846154,WTA,win
Mallorca,Grass,Caroline Garcia,6,5,1,60,80.3921568627451,47.05882352941177,WTA,win
Mallorca,Grass,Belinda Bencic,3,9,4,57.89473684210526,72.72727272727273,40.625,WTA,win
Mallorca,Grass,Sofia Kenin,7,0,1,76.92307692307692,85,50,WTA,win
Mallorca,Grass,Elise Mertens,4,2,7,65.38461538461539,79.41176470588235,50,WTA,win
Mallorca,Grass,Anastasija Sevastova,2,2,1,57.142857142857146,80,80,WTA,win
Mallorca,Grass,Caroline Garcia,6,9,2,63.095238095238095,64.15094339622641,48.38709677419355,WTA,win
Mallorca,Grass,Belinda Bencic,3,4,2,57.333333333333336,74.4186046511628,37.5,WTA,win
Mallorca,Grass,Sofia Kenin,7,0,2,66.07142857142857,59.45945945945946,78.94736842105263,WTA,win
Mallorca,Grass,Elise Mertens,4,1,6,47.05882352941177,70.83333333333333,51.851851851851855,WTA,win
Mallorca,Grass,Ajla Tomljanovic,NA,10,5,66.66666666666667,81.81818181818181,36.36363636363637,WTA,win
Mallorca,Grass,Anastasija Sevastova,2,0,2,52.054794520547944,65.78947368421052,48.57142857142857,WTA,win
Bucharest,Clay,Anastasija Sevastova,1,6,3,55.55555555555556,66.66666666666667,41.666666666666664,WTA,win
Bucharest,Clay,Veronika Kudermetova,3,2,4,53.44827586206897,80.64516129032258,48.148148148148145,WTA,win
Lausanne,Clay,Caroline Garcia,2,3,0,65.38461538461539,85.29411764705883,50,WTA,win
Jurmala,Clay,Anastasija Sevastova,1,4,0,58.064516129032256,62.96296296296296,48.717948717948715,WTA,win
Jurmala,Clay,Anastasija Sevastova,1,2,3,53.84615384615385,75,54.166666666666664,WTA,win
Jurmala,Clay,Anastasija Sevastova,1,2,3,60,56.86274509803921,50,WTA,win
Jurmala,Clay,Anastasija Sevastova,1,2,0,60.416666666666664,63.793103448275865,52.63157894736842,WTA,win
Jurmala,Clay,Anastasija Sevastova,1,2,0,57.142857142857146,85,73.33333333333333,WTA,win
Jurmala,Clay,Caroline Garcia,2,10,4,56.89655172413793,78.78787878787878,62,WTA,win
Palermo,Clay,Kiki Bertens,1,3,1,49.25373134328358,63.63636363636363,61.76470588235294,WTA,win
Palermo,Clay,Kiki Bertens,1,7,4,52.17391304347826,72.22222222222223,51.515151515151516,WTA,win
Palermo,Clay,Kiki Bertens,1,4,4,54.90196078431372,67.85714285714286,52.17391304347826,WTA,win
Palermo,Clay,Kiki Bertens,1,4,5,48.648648648648646,72.22222222222223,63.1578947368421,WTA,win
Washington,Hard,Su Wei Hsieh,4,0,3,57.6271186440678,51.470588235294116,42,WTA,win
Washington,Hard,Kristina Mladenovic,NA,6,11,54.54545454545455,72.91666666666667,57.5,WTA,win
Washington,Hard,Su Wei Hsieh,4,0,8,57.69230769230769,83.33333333333333,40.90909090909091,WTA,win
Washington,Hard,Sofia Kenin,3,4,4,58,62.06896551724138,57.142857142857146,WTA,win
Washington,Hard,Kristina Mladenovic,NA,8,4,55.172413793103445,65.625,50,WTA,win
Hiroshima,Hard,Veronika Kudermetova,2,7,2,57.64705882352941,79.59183673469387,58.333333333333336,WTA,win
Hiroshima,Hard,Su Wei Hsieh,1,0,6,64.81481481481481,61.42857142857143,36.8421052631579,WTA,win
Hiroshima,Hard,Veronika Kudermetova,2,7,3,66.66666666666667,67.3913043478261,43.47826086956522,WTA,win
Hiroshima,Hard,Su Wei Hsieh,1,2,2,56.09756097560975,63.04347826086956,47.22222222222222,WTA,win
Hiroshima,Hard,Veronika Kudermetova,2,3,2,54.23728813559322,65.625,59.25925925925926,WTA,win
Guangzhou,Hard,Sofia Kenin,3,4,5,55.76923076923077,74.13793103448276,50,WTA,win
Guangzhou,Hard,Sofia Kenin,3,3,9,59.79381443298969,72.41379310344827,41.02564102564103,WTA,win
Guangzhou,Hard,Sofia Kenin,3,6,6,65.57377049180327,82.5,33.333333333333336,WTA,win
Guangzhou,Hard,Sofia Kenin,3,2,3,63.265306122448976,70.96774193548387,50,WTA,win
Guangzhou,Hard,Elina Svitolina,1,7,7,54.3859649122807,80.64516129032258,42.30769230769231,WTA,win
Guangzhou,Hard,Sofia Kenin,3,2,3,72.88135593220339,67.44186046511628,56.25,WTA,win
Guangzhou,Hard,Saisai Zheng,6,9,3,61.855670103092784,68.33333333333333,54.054054054054056,WTA,win
Osaka,Hard,Naomi Osaka,1,4,0,47.61904761904762,100,72.72727272727273,WTA,win
Osaka,Hard,Naomi Osaka,1,6,2,63.04347826086956,82.75862068965517,47.05882352941177,WTA,win
Osaka,Hard,Naomi Osaka,1,6,2,48.38709677419355,63.333333333333336,56.25,WTA,win
Osaka,Hard,Elise Mertens,9,2,0,63.04347826086956,65.51724137931035,76.47058823529412,WTA,win
Osaka,Hard,Naomi Osaka,1,13,6,43.529411764705884,72.97297297297297,47.916666666666664,WTA,win
Osaka,Hard,Yulia Putintseva,NA,1,3,46.666666666666664,76.19047619047619,58.333333333333336,WTA,win
Osaka,Hard,Elise Mertens,9,2,6,62.92134831460674,57.142857142857146,42.42424242424242,WTA,win
Osaka,Hard,Yulia Putintseva,NA,0,3,68.75,68.18181818181819,45,WTA,win
Osaka,Hard,Su Wei Hsieh,NA,1,8,58.8235294117647,55,54.76190476190476,WTA,win
Osaka,Hard,Elise Mertens,9,2,4,57.4468085106383,92.5925925925926,55,WTA,win
Osaka,Hard,Donna Vekic,7,8,10,51.25,78.04878048780488,46.15384615384615,WTA,win
Seoul,Hard,Ekaterina Alexandrova,2,22,5,56.666666666666664,84.31372549019608,48.717948717948715,WTA,win
Seoul,Hard,Ekaterina Alexandrova,2,5,6,60.273972602739725,86.36363636363636,55.172413793103445,WTA,win
Seoul,Hard,Ajla Tomljanovic,5,2,4,57.77777777777778,65.38461538461539,63.1578947368421,WTA,win
Seoul,Hard,Ekaterina Alexandrova,2,9,8,53.84615384615385,77.14285714285714,46.666666666666664,WTA,win
Linz,Hard,Jelena Ostapenko,NA,2,7,54.166666666666664,59.61538461538461,50,WTA,win
Linz,Hard,Ekaterina Alexandrova,8,3,4,50,76,64,WTA,win
Linz,Hard,Jelena Ostapenko,NA,0,8,55.932203389830505,78.78787878787878,46.15384615384615,WTA,win
Linz,Hard,Kiki Bertens,1,1,2,64.70588235294117,83.63636363636364,43.333333333333336,WTA,win
Linz,Hard,Ekaterina Alexandrova,8,9,7,60.396039603960396,70.49180327868852,45,WTA,win
Linz,Hard,Kristina Mladenovic,NA,4,9,53.164556962025316,69.04761904761905,37.83783783783784,WTA,win
Linz,Hard,Jelena Ostapenko,NA,0,3,54.76190476190476,73.91304347826087,36.8421052631579,WTA,win
Linz,Hard,Kiki Bertens,1,4,4,61.29032258064516,76.3157894736842,54.166666666666664,WTA,win
Linz,Hard,Ekaterina Alexandrova,8,8,6,52.38095238095238,75.75757575757575,40,WTA,win
Linz,Hard,Kristina Mladenovic,NA,2,7,51.851851851851855,89.28571428571429,19.23076923076923,WTA,win
Linz,Hard,Donna Vekic,4,0,2,60.60606060606061,95,69.23076923076923,WTA,win
Linz,Hard,Jelena Ostapenko,NA,1,3,53.191489361702125,72,50,WTA,win
Tianjin,Hard,Veronika Kudermetova,NA,NA,NA,NA,NA,NA,WTA,win
Tianjin,Hard,Yulia Putintseva,6,3,0,84,80.95238095238095,37.5,WTA,win
Tianjin,Hard,Veronika Kudermetova,NA,3,0,81.25,61.53846153846154,66.66666666666667,WTA,win
Tianjin,Hard,Dayana Yastremska,3,6,3,60.9375,64.1025641025641,64,WTA,win
Tianjin,Hard,Yulia Putintseva,6,0,4,77,55.84415584415584,56.52173913043478,WTA,win
Tianjin,Hard,Caroline Garcia,4,5,2,67.56756756756756,62,41.666666666666664,WTA,win
Tianjin,Hard,Saisai Zheng,7,3,1,71.21212121212122,70.2127659574468,68.42105263157895,WTA,win
Tianjin,Hard,Veronika Kudermetova,NA,4,2,55.072463768115945,68.42105263157895,51.61290322580645,WTA,win
Tianjin,Hard,Dayana Yastremska,3,4,1,76.27118644067797,66.66666666666667,50,WTA,win
Luxembourg,Hard,Jelena Ostapenko,NA,6,0,70.73170731707317,82.75862068965517,66.66666666666667,WTA,win
Luxembourg,Hard,Jelena Ostapenko,NA,7,7,53.93258426966292,79.16666666666667,53.65853658536585,WTA,win
Luxembourg,Hard,Jelena Ostapenko,NA,4,3,55,72.72727272727273,44.44444444444444,WTA,win
Luxembourg,Hard,Jelena Ostapenko,NA,1,14,52.22222222222222,72.34042553191489,48.83720930232558,WTA,win
Luxembourg,Hard,Elise Mertens,1,2,2,72.09302325581395,80.64516129032258,41.666666666666664,WTA,win
Luxembourg,Hard,Jelena Ostapenko,NA,5,10,61.25,71.42857142857143,51.61290322580645,WTA,win
Moscow,Hard,Belinda Bencic,3,8,6,54.43037974683544,83.72093023255815,36.111111111111114,WTA,win
Moscow,Hard,Belinda Bencic,3,3,4,63.333333333333336,81.57894736842105,36.36363636363637,WTA,win
Moscow,Hard,Belinda Bencic,3,4,4,54.54545454545455,63.888888888888886,66.66666666666667,WTA,win
Moscow,Hard,Kristina Mladenovic,NA,2,5,63.73626373626374,62.06896551724138,39.39393939393939,WTA,win
Moscow,Hard,Veronika Kudermetova,NA,8,2,55.95238095238095,74.46808510638297,37.83783783783784,WTA,win
Moscow,Hard,Ekaterina Alexandrova,8,11,4,51.21951219512195,85.71428571428571,50,WTA,win
Moscow,Hard,Belinda Bencic,3,5,4,58.02469135802469,65.95744680851064,55.88235294117647,WTA,win
Moscow,Hard,Kristina Mladenovic,NA,6,5,62.62626262626262,67.74193548387096,43.24324324324324,WTA,win
Moscow,Hard,Kiki Bertens,2,6,8,55.660377358490564,74.57627118644068,40.42553191489362,WTA,win
Moscow,Hard,Veronika Kudermetova,NA,4,3,55.172413793103445,84.375,46.15384615384615,WTA,win
Moscow,Hard,Ekaterina Alexandrova,8,6,2,66,63.63636363636363,41.1764705882353,WTA,win
Moscow,Hard,Dayana Yastremska,5,2,5,51.42857142857143,72.22222222222223,41.1764705882353,WTA,win
Moscow,Hard,Anastasija Sevastova,6,4,2,61.111111111111114,70.45454545454545,53.57142857142857,WTA,win
Moscow,Hard,Kristina Mladenovic,NA,5,5,60,80.3921568627451,44.11764705882353,WTA,win
Limoges,Hard,Ekaterina Alexandrova,1,7,1,65,80.76923076923077,64.28571428571429,WTA,win
Limoges,Hard,Ekaterina Alexandrova,1,4,4,72.22222222222223,63.46153846153846,55,WTA,win
Limoges,Hard,Ekaterina Alexandrova,1,3,0,59.25925925925926,75,54.54545454545455,WTA,win
Limoges,Hard,Ekaterina Alexandrova,1,6,3,65.21739130434783,80,41.666666666666664,WTA,win
Limoges,Hard,Ekaterina Alexandrova,1,8,8,56.73076923076923,74.57627118644068,42.22222222222222,WTA,win
